id,name,country,country_code,position,price,is_eliminated,photo_url,created_at,current_price,opta_name
486,Joshua Kimmich,Germany,GER,DEF,5.5,false,,2026-06-07 20:08:13.783269,5.6,J. Kimmich
487,Kai Havertz,Germany,GER,FWD,7.8,false,,2026-06-07 20:08:13.783269,7.8,K. Havertz
488,Leon Goretzka,Germany,GER,MID,6.1,false,,2026-06-07 20:08:13.783269,6.1,L. Goretzka
489,Jamie Leweling,Germany,GER,MID,6.4,false,,2026-06-07 20:08:13.783269,6.4,J. Leweling
490,Jamal Musiala,Germany,GER,MID,8.0,false,,2026-06-07 20:08:13.783269,8,J. Musiala
491,Nick Woltemade,Germany,GER,FWD,7.2,false,,2026-06-07 20:08:13.783269,7.2,N. Woltemade
492,Oliver Baumann,Germany,GER,GK,4.3,false,,2026-06-07 20:08:13.783269,4.3,
493,Pascal Groß,Germany,GER,MID,5.6,false,,2026-06-07 20:08:13.783269,5.6,P. Groß
494,Maximilian Beier,Germany,GER,FWD,6.5,false,,2026-06-07 20:08:13.783269,6.5,M. Beier
495,Nico Schlotterbeck,Germany,GER,DEF,5.3,false,,2026-06-07 20:08:13.783269,5.3,N. Schlotterbeck
496,Angelo Stiller,Germany,GER,MID,5.8,false,,2026-06-07 20:08:13.783269,5.8,A. Stiller
497,Florian Wirtz,Germany,GER,MID,7.5,false,,2026-06-07 20:08:13.783269,7.5,F. Wirtz
498,Nathaniel Brown,Germany,GER,DEF,4.7,false,,2026-06-07 20:08:13.783269,4.7,N. Brown
499,Leroy Sané,Germany,GER,MID,7.4,false,,2026-06-07 20:08:13.783269,7.4,L. Sané
500,Nadiem Amiri,Germany,GER,MID,6.3,false,,2026-06-07 20:08:13.783269,6.3,N. Amiri
501,Alexander Nübel,Germany,GER,GK,4.7,false,,2026-06-07 20:08:13.783269,4.7,
502,David Raum,Germany,GER,DEF,4.9,false,,2026-06-07 20:08:13.783269,4.9,D. Raum
503,Felix Nmecha,Germany,GER,MID,5.6,false,,2026-06-07 20:08:13.783269,5.6,F. Nmecha
504,Malick Thiaw,Germany,GER,DEF,4.7,false,,2026-06-07 20:08:13.783269,4.7,M. Thiaw
505,Lennart Karl,Germany,GER,MID,4.8,false,,2026-06-07 20:08:13.783269,4.8,
506,Deniz Undav,Germany,GER,FWD,6.6,false,,2026-06-07 20:08:13.783269,6.6,D. Undav
507,Lawrence Ati Zigi,Ghana,GHA,GK,4.0,false,,2026-06-07 20:08:13.783269,4.0,L. Zigi
508,Alidu Seidu,Ghana,GHA,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,A. Seidu
509,Caleb Yirenkyi,Ghana,GHA,MID,4.7,false,,2026-06-07 20:08:13.783269,4.7,C. Yirenkyi
510,Jonas Adjetey,Ghana,GHA,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,J. Adjetey
511,Thomas Partey,Ghana,GHA,MID,6.2,false,,2026-06-07 20:08:13.783269,6.2,T. Partey
512,Abdul Mumin,Ghana,GHA,DEF,3.7,false,,2026-06-07 20:08:13.783269,3.7,
513,Abdul Fatawu,Ghana,GHA,FWD,6.4,false,,2026-06-07 20:08:13.783269,6.4,A. Fatawu
514,Kwasi Sibo,Ghana,GHA,MID,4.7,false,,2026-06-07 20:08:13.783269,4.7,K. Sibo
515,Jordan Ayew,Ghana,GHA,FWD,5.3,false,,2026-06-07 20:08:13.783269,5.3,J. Ayew
516,Brandon Thomas-Asante,Ghana,GHA,FWD,5.1,false,,2026-06-07 20:08:13.783269,5.1,B. Thomas-Asante
517,Antoine Semenyo,Ghana,GHA,MID,7.2,false,,2026-06-07 20:08:13.783269,7.2,A. Semenyo
518,Joseph Anang,Ghana,GHA,GK,3.6,false,,2026-06-07 20:08:13.783269,3.6,
519,Christopher Bonsu Baah,Ghana,GHA,FWD,4.5,false,,2026-06-07 20:08:13.783269,4.5,
520,Gideon Mensah,Ghana,GHA,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,G. Mensah
521,Elisha Owusu,Ghana,GHA,MID,5.3,false,,2026-06-07 20:08:13.783269,5.3,E. Owusu
522,Benjamin Asare,Ghana,GHA,GK,3.8,false,,2026-06-07 20:08:13.783269,3.8,B. Asare
523,Abdul Baba,Ghana,GHA,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,A. Baba
524,Jerome Opoku,Ghana,GHA,DEF,3.8,false,,2026-06-07 20:08:13.783269,3.8,J. Opoku
525,Iñaki Williams,Ghana,GHA,FWD,5.9,false,,2026-06-07 20:08:13.783269,5.9,I. Williams
526,Augustine Boakye,Ghana,GHA,MID,4.9,false,,2026-06-07 20:08:13.783269,4.9,
527,Kojo Peprah Oppong,Ghana,GHA,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,K. Peprah Oppong
528,Ernest Nuamah,Ghana,GHA,FWD,5.0,false,,2026-06-07 20:08:13.783269,5.0,E. Nuamah
529,Prince Adu,Ghana,GHA,FWD,4.0,false,,2026-06-07 20:08:13.783269,4.0,P. Adu
530,Marvin Senaya,Ghana,GHA,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,M. Senaya
531,Kamaldeen Sulemana,Ghana,GHA,FWD,5.1,false,,2026-06-07 20:08:13.783269,5.1,K. Sulemana
532,Johny Placide,Haiti,HAI,GK,3.9,false,,2026-06-07 20:08:13.783269,3.9,J. Placide
533,Carlens Arcus,Haiti,HAI,DEF,3.8,false,,2026-06-07 20:08:13.783269,3.8,C. Arcus
534,Keeto Thermoncy,Haiti,HAI,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,
535,Ricardo Adé,Haiti,HAI,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,R. Adé
536,Hannes Delcroix,Haiti,HAI,DEF,3.7,false,,2026-06-07 20:08:13.783269,3.7,H. Delcroix
537,Carl Sainté,Haiti,HAI,MID,4.7,false,,2026-06-07 20:08:13.783269,4.7,
538,Derrick Etienne,Haiti,HAI,FWD,4.4,false,,2026-06-07 20:08:13.783269,4.4,D. Etienne
539,Martin Expérience,Haiti,HAI,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,M. Expérience
540,Duckens Nazon,Haiti,HAI,FWD,6.0,false,,2026-06-07 20:08:13.783269,6.0,D. Nazon
541,Jean-Ricner Bellegarde,Haiti,HAI,MID,4.7,false,,2026-06-07 20:08:13.783269,4.7,J. Bellegarde
542,Louicius Deedson,Haiti,HAI,FWD,4.2,false,,2026-06-07 20:08:13.783269,4.2,L. Deedson
543,Alexandre Pierre,Haiti,HAI,GK,3.6,false,,2026-06-07 20:08:13.783269,3.6,
544,Leverton Pierre,Haiti,HAI,MID,4.2,false,,2026-06-07 20:08:13.783269,4.2,
545,Ruben Providence,Haiti,HAI,FWD,4.0,false,,2026-06-07 20:08:13.783269,4.0,R. Providence
546,Lenny Joseph,Haiti,HAI,FWD,4.2,false,,2026-06-07 20:08:13.783269,4.2,L. Joseph
547,Danley Jean Jacques,Haiti,HAI,MID,4.7,false,,2026-06-07 20:08:13.783269,4.7,D. Jean Jacques
548,Wilson Isidor,Haiti,HAI,FWD,5.0,false,,2026-06-07 20:08:13.783269,5.0,W. Isidor
549,Yassin Fortuné,Haiti,HAI,FWD,4.2,false,,2026-06-07 20:08:13.783269,4.2,Y. Fortuné
550,Frantzdy Pierrot,Haiti,HAI,FWD,4.7,false,,2026-06-07 20:08:13.783269,4.7,F. Pierrot
551,Josué Casimir,Haiti,HAI,FWD,4.2,false,,2026-06-07 20:08:13.783269,4.2,J. Casimir
552,Jean-Kévin Duverne,Haiti,HAI,DEF,3.8,false,,2026-06-07 20:08:13.783269,3.8,J. Duverne
553,Josué Duverger,Haiti,HAI,GK,3.5,false,,2026-06-07 20:08:13.783269,3.5,
554,Wilguens Paugain,Haiti,HAI,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,
555,Dominique Simon,Haiti,HAI,MID,4.3,false,,2026-06-07 20:08:13.783269,4.3,D. Simon
556,Woodensky Pierre,Haiti,HAI,MID,4.2,false,,2026-06-07 20:08:13.783269,4.2,
557,Duke Lacroix,Haiti,HAI,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,
558,Saleh Hardani,IR Iran,IRN,DEF,3.7,false,,2026-06-07 20:08:13.783269,3.7,S. Hardani
559,Saeid Ezatolahi,IR Iran,IRN,MID,5.6,false,,2026-06-07 20:08:13.783269,5.6,S. Ezatolahi
560,Alireza Jahanbakhsh,IR Iran,IRN,MID,5.3,false,,2026-06-07 20:08:13.783269,5.3,A. Jahanbakhsh
561,Mehdi Taremi,IR Iran,IRN,FWD,6.1,false,,2026-06-07 20:08:13.783269,6.1,M. Taremi
562,Mehdi Ghayedi,IR Iran,IRN,FWD,5.9,false,,2026-06-07 20:08:13.783269,5.9,M. Ghayedi
563,Roozbeh Cheshmi,IR Iran,IRN,MID,4.8,false,,2026-06-07 20:08:13.783269,4.8,
564,Ali Nemati,IR Iran,IRN,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,A. Nemati
565,Mohammad Ghorbani,IR Iran,IRN,MID,5.1,false,,2026-06-07 20:08:13.783269,5.1,M. Ghorbani
566,Dennis Dargahi,IR Iran,IRN,FWD,4.6,false,,2026-06-07 20:08:13.783269,4.6,
567,Amir Mohammad Razzaghinia,IR Iran,IRN,MID,4.2,false,,2026-06-07 20:08:13.783269,4.2,
568,Mohammad Mohebi,IR Iran,IRN,MID,5.9,false,,2026-06-07 20:08:13.783269,5.9,M. Mohebbi
569,Ehsan Hajisafi,IR Iran,IRN,DEF,3.7,false,,2026-06-07 20:08:13.783269,3.7,E. Hajisafi
570,Shoja Khalilzadeh,IR Iran,IRN,DEF,3.8,false,,2026-06-07 20:08:13.783269,3.8,S. Khalilzadeh
571,Payam Niazmand,IR Iran,IRN,GK,3.9,false,,2026-06-07 20:08:13.783269,3.9,
572,Mehdi Torabi,IR Iran,IRN,MID,5.6,false,,2026-06-07 20:08:13.783269,5.6,M. Torabi
573,Aria Yousefi,IR Iran,IRN,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,A. Yousefi
574,Hossein Hosseini,IR Iran,IRN,GK,3.8,false,,2026-06-07 20:08:13.783269,3.8,
575,Danial Eiri,IR Iran,IRN,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,
576,Saman Ghoddos,IR Iran,IRN,MID,4.9,false,,2026-06-07 20:08:13.783269,4.9,S. Ghoddos
577,Fahad Talib,Iraq,IRQ,GK,3.7,false,,2026-06-07 20:08:13.783269,3.7,
578,Hussein Ali,Iraq,IRQ,DEF,3.6,false,,2026-06-07 20:08:13.783269,3.6,Hussein Ali
579,Zaid Tahseen,Iraq,IRQ,DEF,3.6,false,,2026-06-07 20:08:13.783269,3.6,Zaid Tahseen
580,Akam Hashim,Iraq,IRQ,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,Akam Hashim
581,Munaf Younus,Iraq,IRQ,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,Munaf Younus
582,Youssef Amyn,Iraq,IRQ,MID,4.4,false,,2026-06-07 20:08:13.783269,4.4,Youssef Amyn
583,Ibrahim Bayesh,Iraq,IRQ,MID,5.6,false,,2026-06-07 20:08:13.783269,5.6,Ibrahim Bayesh
584,Mohanad Ali,Iraq,IRQ,FWD,4.9,false,,2026-06-07 20:08:13.783269,4.9,Mohanad Ali
585,Ali Yousif,Iraq,IRQ,FWD,4.2,false,,2026-06-07 20:08:13.783269,4.2,Ali Yousif
586,Zidane Iqbal,Iraq,IRQ,MID,5.6,false,,2026-06-07 20:08:13.783269,5.6,Zidane Iqbal
587,Ahmed Yahya,Iraq,IRQ,DEF,3.6,false,,2026-06-07 20:08:13.783269,3.6,
588,Amir Al Ammari,Iraq,IRQ,MID,5.3,false,,2026-06-07 20:08:13.783269,5.3,Amir Al Ammari
589,Ali Jasim,Iraq,IRQ,FWD,4.9,false,,2026-06-07 20:08:13.783269,4.9,Ali Jasim
590,Aymen Hussein,Iraq,IRQ,FWD,5.3,false,,2026-06-07 20:08:13.783269,5.3,Aymen Hussein
591,Kevin Yakob,Iraq,IRQ,MID,5.1,false,,2026-06-07 20:08:13.783269,5.1,K. Yakob
592,Aimar Sher,Iraq,IRQ,MID,5.3,false,,2026-06-07 20:08:13.783269,5.3,Aimar Sher
593,Ahmed Basil,Iraq,IRQ,GK,3.8,false,,2026-06-07 20:08:13.783269,3.8,Ahmed Basil
594,Zaid Ismael,Iraq,IRQ,MID,4.4,false,,2026-06-07 20:08:13.783269,4.4,Zaid Ismael
595,Mustafa Saadoon,Iraq,IRQ,DEF,3.6,false,,2026-06-07 20:08:13.783269,3.6,Mustafa Saadoon
596,Yazeed  Abulaila,Jordan,JOR,GK,3.9,false,,2026-06-07 20:08:13.783269,3.9,Yazeed Abulaila
597,Abdallah Nasib,Jordan,JOR,DEF,3.6,false,,2026-06-07 20:08:13.783269,3.6,Abdallah Nasib
598,Amer Jamous,Jordan,JOR,MID,3.5,false,,2026-06-07 20:08:13.783269,3.5,Amer Jamous
599,Mohammad Abu Zraiq,Jordan,JOR,FWD,4.2,false,,2026-06-07 20:08:13.783269,4.2,Mohammad Abu Zraiq
600,Noor Al Rawabdeh,Jordan,JOR,MID,4.7,false,,2026-06-07 20:08:13.783269,4.7,Noor Al Rawabdeh
601,Ali Olwan,Jordan,JOR,FWD,4.2,false,,2026-06-07 20:08:13.783269,4.2,Ali Olwan
602,Odeh Fakhoury,Jordan,JOR,FWD,4.0,false,,2026-06-07 20:08:13.783269,4.0,Odeh Fakhoury
603,Raja'ei Ayed,Jordan,JOR,MID,4.5,false,,2026-06-07 20:08:13.783269,4.5,
604,Ibrahim Sadeh,Jordan,JOR,MID,4.4,false,,2026-06-07 20:08:13.783269,4.4,
605,Saleem Obaid,Jordan,JOR,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,Saleem Obaid
606,Ibrahim Sabra,Jordan,JOR,FWD,4.0,false,,2026-06-07 20:08:13.783269,4.0,
607,Mohannad Abu Taha,Jordan,JOR,MID,3.5,false,,2026-06-07 20:08:13.783269,3.5,Mohannad Abu Taha
608,Nizar Al Rashdan,Jordan,JOR,MID,4.9,false,,2026-06-07 20:08:13.783269,4.9,Nizar Al Rashdan
609,Ehsan Haddad,Jordan,JOR,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,Ehsan Haddad
610,Ali Azaizeh,Jordan,JOR,FWD,4.0,false,,2026-06-07 20:08:13.783269,4.0,Ali Azaizeh
611,Anas Badawi,Jordan,JOR,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,
612,Zion Suzuki,Japan,JPN,GK,4.3,false,,2026-06-07 20:08:13.783269,4.3,Z. Suzuki
613,Yukinari Sugawara,Japan,JPN,DEF,4.4,false,,2026-06-07 20:08:13.783269,4.4,Y. Sugawara
614,Shogo Taniguchi,Japan,JPN,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,S. Taniguchi
615,Yuto Nagatomo,Japan,JPN,DEF,3.7,false,,2026-06-07 20:08:13.783269,3.7,Y. Nagatomo
616,Wataru Endo,Japan,JPN,MID,6.0,false,,2026-06-07 20:08:13.783269,6.0,
617,Ao Tanaka,Japan,JPN,MID,5.0,false,,2026-06-07 20:08:13.783269,5.0,A. Tanaka
618,Takefusa Kubo,Japan,JPN,MID,7.0,false,,2026-06-07 20:08:13.783269,7.0,T. Kubo
619,Keisuke Goto,Japan,JPN,FWD,4.2,false,,2026-06-07 20:08:13.783269,4.2,K. Goto
620,Ritsu Doan,Japan,JPN,MID,5.1,false,,2026-06-07 20:08:13.783269,5.1,R. Doan
621,Daizen Maeda,Japan,JPN,MID,5.0,false,,2026-06-07 20:08:13.783269,5.0,D. Maeda
622,Keisuke Osako,Japan,JPN,GK,4.0,false,,2026-06-07 20:08:13.783269,4.0,
623,Keito Nakamura,Japan,JPN,MID,5.5,false,,2026-06-07 20:08:13.783269,5.5,K. Nakamura
624,Junya Ito,Japan,JPN,MID,5.0,false,,2026-06-07 20:08:13.783269,5.0,J. Ito
625,Daichi Kamada,Japan,JPN,MID,5.8,false,,2026-06-07 20:08:13.783269,5.8,D. Kamada
626,Tsuyoshi Watanabe,Japan,JPN,DEF,4.3,false,,2026-06-07 20:08:13.783269,4.3,T. Watanabe
627,Yuito Suzuki,Japan,JPN,MID,5.0,false,,2026-06-07 20:08:13.783269,5.0,Y. Suzuki
628,Ayase Ueda,Japan,JPN,FWD,7.0,false,,2026-06-07 20:08:13.783269,7.0,A. Ueda
629,Koki Ogawa,Japan,JPN,FWD,4.9,false,,2026-06-07 20:08:13.783269,4.9,K. Ogawa
630,Ayumu Seko,Japan,JPN,DEF,3.8,false,,2026-06-07 20:08:13.783269,3.8,A. Seko
631,Hiroki Ito,Japan,JPN,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,H. Ito
632,Takehiro Tomiyasu,Japan,JPN,DEF,4.9,false,,2026-06-07 20:08:13.783269,4.9,T. Tomiyasu
633,Tomoki Hayakawa,Japan,JPN,GK,3.8,false,,2026-06-07 20:08:13.783269,3.8,
634,Kaishu Sano,Japan,JPN,MID,4.9,false,,2026-06-07 20:08:13.783269,4.9,K. Sano
635,Junnosuke Suzuki,Japan,JPN,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,J. Suzuki
636,Kento Shiogai,Japan,JPN,FWD,4.0,false,,2026-06-07 20:08:13.783269,4.0,K. Shiogai
637,Ko Itakura,Japan,JPN,DEF,4.5,false,,2026-06-07 20:08:13.783269,4.5,K. Itakura
638,Kim Seung-Gyu,Korea Republic,KOR,GK,4.1,false,,2026-06-07 20:08:13.783269,4.1,Kim Seung-Gyu
639,Lee Han-Beom,Korea Republic,KOR,DEF,3.7,false,,2026-06-07 20:08:13.783269,3.7,Lee Han-Beom
640,Lee Gi-Hyuk,Korea Republic,KOR,MID,4.5,false,,2026-06-07 20:08:13.783269,4.5,Lee Gi-Hyuk
641,Kim Min-Jae,Korea Republic,KOR,DEF,5.0,false,,2026-06-07 20:08:13.783269,5.0,Kim Min-Jae
642,Kim Tae-Hyeon,Korea Republic,KOR,DEF,3.6,false,,2026-06-07 20:08:13.783269,3.6,
643,Hwang In-Beom,Korea Republic,KOR,MID,5.8,false,,2026-06-07 20:08:13.783269,5.8,Hwang In-Beom
644,Son Heung-Min,Korea Republic,KOR,FWD,7.4,false,,2026-06-07 20:08:13.783269,7.4,Son Heung-Min
645,Paik Seung-Ho,Korea Republic,KOR,MID,5.6,false,,2026-06-07 20:08:13.783269,5.6,Paik Seung-Ho
646,Cho Gue-Sung,Korea Republic,KOR,FWD,5.3,false,,2026-06-07 20:08:13.783269,5.3,Cho Gue-Sung
647,Lee Jae-Sung,Korea Republic,KOR,MID,6.2,false,,2026-06-07 20:08:13.783269,6.2,Lee Jae-Sung
648,Hwang Hee-Chan,Korea Republic,KOR,MID,6.1,false,,2026-06-07 20:08:13.783269,6.1,Hwang Hee-Chan
649,Song Bum-Keun,Korea Republic,KOR,GK,3.9,false,,2026-06-07 20:08:13.783269,3.9,
650,Lee Tae-Seok,Korea Republic,KOR,DEF,3.7,false,,2026-06-07 20:08:13.783269,3.7,Lee Tae-Seok
651,Kim Moon-Hwan,Korea Republic,KOR,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,Kim Moon-Hwan
652,Park Jin-Seob,Korea Republic,KOR,DEF,4.9,false,,2026-06-07 20:08:13.783269,4.9,Park Jin-Seob
653,Bae Jun-Ho,Korea Republic,KOR,MID,5.9,false,,2026-06-07 20:08:13.783269,5.9,
654,Oh Hyeon-Gyu,Korea Republic,KOR,FWD,4.9,false,,2026-06-07 20:08:13.783269,4.9,Oh Hyeon-Gyu
655,Lee Kang-In,Korea Republic,KOR,MID,6.1,false,,2026-06-07 20:08:13.783269,6.1,Lee Kang-In
656,Yang Hyun-Jun,Korea Republic,KOR,MID,4.7,false,,2026-06-07 20:08:13.783269,4.7,Yang Hyun-Jun
657,Jo Hyeon-Woo,Korea Republic,KOR,GK,4.6,false,,2026-06-07 20:08:13.783269,4.6,
658,Seol Young-Woo,Korea Republic,KOR,DEF,4.2,false,,2026-06-07 20:08:13.783269,4.2,Seol Young-Woo
659,Jens Castrop,Korea Republic,KOR,DEF,5.6,false,,2026-06-07 20:08:13.783269,5.6,J. Castrop
660,Kim Jin-Gyu,Korea Republic,KOR,MID,4.9,false,,2026-06-07 20:08:13.783269,4.9,Kim Jin-Gyu
661,Eom Ji-Sung,Korea Republic,KOR,MID,4.6,false,,2026-06-07 20:08:13.783269,4.6,Eom Ji-Sung
662,Lee Dong-Gyeong,Korea Republic,KOR,MID,4.9,false,,2026-06-07 20:08:13.783269,4.9,
663,Ali Majrashi,Saudi Arabia,KSA,DEF,3.6,false,,2026-06-07 20:08:13.783269,3.6,
664,Ali Lajami,Saudi Arabia,KSA,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,Ali Lajami
665,Aiman Yahya,Saudi Arabia,KSA,FWD,5.6,false,,2026-06-07 20:08:13.783269,5.6,
666,Saud Abdulhamid,Saudi Arabia,KSA,DEF,4.1,false,,2026-06-07 20:08:13.783269,4.1,Saud Abdulhamid
667,Nawaf Bu Washl,Saudi Arabia,KSA,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,Nawaf Bu Washl
668,Hassan Kadish,Saudi Arabia,KSA,DEF,3.7,false,,2026-06-07 20:08:13.783269,3.7,
669,Sultan Mandash,Saudi Arabia,KSA,FWD,4.5,false,,2026-06-07 20:08:13.783269,4.5,Sultan Mandash
670,Mohamed Kanno,Saudi Arabia,KSA,MID,5.1,false,,2026-06-07 20:08:13.783269,5.1,Mohamed Kanno
671,Jehad Thikri,Saudi Arabia,KSA,DEF,4.0,false,,2026-06-07 20:08:13.783269,4.0,
672,Hassan Al Tambakti,Saudi Arabia,KSA,DEF,4.5,false,,2026-06-07 20:08:13.783269,4.5,Hassan Al Tambakti
673,Abdullah Al Khaibari,Saudi Arabia,KSA,MID,5.1,false,,2026-06-07 20:08:13.783269,5.1,Abdullah Al Khaibari
674,Abdulelah Al Amri,Saudi Arabia,KSA,DEF,3.7,false,,2026-06-07 20:08:13.783269,3.7,Abdulelah Al Amri
675,Ayyoub Bouaddi,Morocco,MAR,MID,5.5,false,,2026-06-07 20:08:13.783269,5.5,A. Bouaddi
676,Ismael Saibari,Morocco,MAR,MID,6.8,false,,2026-06-07 20:08:13.783269,6.8,I. Saibari
677,Samir El Mourabet,Morocco,MAR,MID,4.7,false,,2026-06-07 20:08:13.783269,4.7,S. El Mourabet
678,Gessime Yassine,Morocco,MAR,MID,4.0,false,,2026-06-07 20:08:13.783269,4.0,G. Yassine
679,Youssef Belammari,Morocco,MAR,DEF,3.6,false,,2026-06-07 20:08:13.783269,3.6,
680,Ayoub El Kaabi,Morocco,MAR,FWD,5.9,false,,2026-06-07 20:08:13.783269,5.9,A. El Kaabi
681,Ayoube Amaimouni-Echghouyab,Morocco,MAR,FWD,4.3,false,,2026-06-07 20:08:13.783269,4.3,A. Amaimouni-Echghouyab
682,Anass Salah-Eddine,Morocco,MAR,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,A. Salah-Eddine
683,Munir El Kajoui,Morocco,MAR,GK,4.0,false,,2026-06-07 20:08:13.783269,4.0,
684,Raúl Rangel,Mexico,MEX,GK,3.9,false,,2026-06-07 20:08:13.783269,3.9,R. Rangel
685,Jorge Sánchez,Mexico,MEX,DEF,4.0,false,,2026-06-07 20:08:13.783269,4.0,J. Sánchez
686,César Montes,Mexico,MEX,DEF,4.7,false,,2026-06-07 20:08:13.783269,4.7,C. Montes
687,Edson Álvarez,Mexico,MEX,DEF,6.0,false,,2026-06-07 20:08:13.783269,6.0,E. Álvarez
688,Johan Vásquez,Mexico,MEX,DEF,4.7,false,,2026-06-07 20:08:13.783269,4.7,J. Vásquez
689,Érik Lira,Mexico,MEX,MID,5.6,false,,2026-06-07 20:08:13.783269,5.6,É. Lira
690,Luis Romo,Mexico,MEX,MID,5.5,false,,2026-06-07 20:08:13.783269,5.5,L. Romo
691,Álvaro Fidalgo,Mexico,MEX,MID,6.4,false,,2026-06-07 20:08:13.783269,6.4,Á. Fidalgo
692,Raúl Jiménez,Mexico,MEX,FWD,7.0,false,,2026-06-07 20:08:13.783269,7.0,R. Jiménez
693,Alexis Vega,Mexico,MEX,FWD,5.3,false,,2026-06-07 20:08:13.783269,5.3,
694,Santiago Giménez,Mexico,MEX,FWD,6.8,false,,2026-06-07 20:08:13.783269,6.8,S. Giménez
695,Carlos Acevedo,Mexico,MEX,GK,4.0,false,,2026-06-07 20:08:13.783269,4.0,
696,Guillermo Ochoa,Mexico,MEX,GK,4.2,false,,2026-06-07 20:08:13.783269,4.2,G. Ochoa
697,Armando González,Mexico,MEX,FWD,4.4,false,,2026-06-07 20:08:13.783269,4.4,
698,Israel Reyes,Mexico,MEX,DEF,4.0,false,,2026-06-07 20:08:13.783269,4.0,I. Reyes
699,Julián Quiñones,Mexico,MEX,FWD,5.6,false,,2026-06-07 20:08:13.783269,5.6,J. Quiñones
700,Orbelín Pineda,Mexico,MEX,MID,6.2,false,,2026-06-07 20:08:13.783269,6.2,O. Pineda
701,Obed Vargas,Mexico,MEX,MID,4.7,false,,2026-06-07 20:08:13.783269,4.7,O. Vargas
702,Gilberto Mora,Mexico,MEX,MID,4.5,false,,2026-06-07 20:08:13.783269,4.5,G. Mora
703,Mateo Chávez,Mexico,MEX,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,M. Chávez
704,César Huerta,Mexico,MEX,FWD,6.3,false,,2026-06-07 20:08:13.783269,6.3,C. Huerta
705,Guillermo Martínez,Mexico,MEX,FWD,4.7,false,,2026-06-07 20:08:13.783269,4.7,G. Martínez
706,Jesús Gallardo,Mexico,MEX,DEF,4.7,false,,2026-06-07 20:08:13.783269,4.7,J. Gallardo
707,Luis Chávez,Mexico,MEX,MID,6.3,false,,2026-06-07 20:08:13.783269,6.3,
708,Roberto Alvarado,Mexico,MEX,FWD,5.3,false,,2026-06-07 20:08:13.783269,5.3,R. Alvarado
709,Brian Gutiérrez,Mexico,MEX,MID,5.0,false,,2026-06-07 20:08:13.783269,5.0,B. Gutiérrez
710,Bart Verbruggen,Netherlands,NED,GK,4.7,false,,2026-06-07 20:08:13.783269,4.7,B. Verbruggen
711,Virgil van Dijk,Netherlands,NED,DEF,5.5,false,,2026-06-07 20:08:13.783269,6.4,V. van Dijk
712,Nathan Aké,Netherlands,NED,DEF,5.0,false,,2026-06-07 20:08:13.783269,5.0,N. Aké
713,Jan Paul van Hecke,Netherlands,NED,DEF,4.3,false,,2026-06-07 20:08:13.783269,4.3,J. van Hecke
714,Ryan Gravenberch,Netherlands,NED,MID,6.1,false,,2026-06-07 20:08:13.783269,6.1,R. Gravenberch
715,Wout Weghorst,Netherlands,NED,FWD,5.5,false,,2026-06-07 20:08:13.783269,5.5,W. Weghorst
716,Cody Gakpo,Netherlands,NED,FWD,7.7,false,,2026-06-07 20:08:13.783269,7.7,C. Gakpo
717,Tijjani Reijnders,Netherlands,NED,MID,6.5,false,,2026-06-07 20:08:13.783269,6.5,T. Reijnders
718,Micky van de Ven,Netherlands,NED,DEF,5.1,false,,2026-06-07 20:08:13.783269,5.1,M. van de Ven
719,Noa Lang,Netherlands,NED,FWD,5.9,false,,2026-06-07 20:08:13.783269,5.9,N. Lang
720,Donyell Malen,Netherlands,NED,FWD,6.1,false,,2026-06-07 20:08:13.783269,6.1,D. Malen
721,Brian Brobbey,Netherlands,NED,FWD,5.7,false,,2026-06-07 20:08:13.783269,5.7,B. Brobbey
722,Teun Koopmeiners,Netherlands,NED,MID,6.2,false,,2026-06-07 20:08:13.783269,6.2,T. Koopmeiners
